scanned_at_utc,event_ticker,title,side,n_legs,cost_cents,fees_cents,payout_cents,profit_cents,profit_pct_of_cost,take_cost_cents,dead_legs
2026-09-23T12:51:58+00:00,KXHOUSEWINSTATE-MID,How many House seats will Democrats win in Michigan?,yes-maker,7,94.0,0.0,100.0,6.0,6.38,111.0,2
2026-09-23T12:51:58+00:00,KXHIGHTSAN-26SEP23,"Highest temperature in San Diego on Sep 23, 2026?",yes-maker,6,94.0,0.0,100.0,6.0,6.38,126.0,1
2026-09-23T12:51:58+00:00,KXHOUSEWINSTATE-OHD,How many House seats will Democrats win in Ohio?,yes-maker,7,95.0,0.0,100.0,5.0,5.26,115.0,0
2026-09-23T12:51:58+00:00,KXLOWTSAN-26SEP23,"Lowest temperature in San Diego on Sep 23, 2026?",yes-maker,6,95.0,0.0,100.0,5.0,5.26,127.0,3
2026-09-23T12:51:58+00:00,KXLOWTNOLA-26SEP23,"Lowest temperature in New Orleans on Sep 23, 2026?",yes-maker,6,95.0,0.0,100.0,5.0,5.26,117.0,3
2026-09-23T12:51:58+00:00,KXLOWTMIA-26SEP23,"Lowest temperature in Miami on Sep 23, 2026?",yes-maker,6,95.0,0.0,100.0,5.0,5.26,112.0,3
2026-09-23T12:51:58+00:00,KXNUMREDISTRICTING-26NOV03,How many states will redistrict before the midterms?,yes-maker,7,96.0,0.0,100.0,4.0,4.17,105.0,0
2026-09-23T12:51:58+00:00,KXHOUSEWINSTATE-NYD,How many House seats will Democrats win in New York?,yes-maker,10,96.0,0.0,100.0,4.0,4.17,119.0,3
2026-09-23T12:51:58+00:00,KXHOUSEWINSTATE-GAD,How many House seats will Democrats win in Georgia?,yes-maker,5,96.0,0.0,100.0,4.0,4.17,113.0,0
2026-09-23T12:51:58+00:00,KXLOWTDAL-26SEP23,"Lowest temperature in Dallas on Sep 23, 2026?",yes-maker,6,96.0,0.0,100.0,4.0,4.17,119.0,4
2026-09-23T12:51:58+00:00,KXHIGHTHOU-26SEP23,"Highest temperature in Houston on Sep 23, 2026?",yes-maker,6,96.0,0.0,100.0,4.0,4.17,99.0,1
2026-09-23T12:51:58+00:00,KXHIGHTOKC-26SEP23,"Highest temperature in Oklahoma City on Sep 23, 2026?",yes-maker,6,97.0,0.0,100.0,3.0,3.09,106.0,1
2026-09-23T12:51:58+00:00,KXHIGHAUS-26SEP23,"Highest temperature in Austin on Sep 23, 2026?",yes-maker,6,97.0,0.0,100.0,3.0,3.09,100.0,2
2026-09-23T12:51:58+00:00,KXLOWTSATX-26SEP23,"Lowest temperature in San Antonio on Sep 23, 2026?",yes-maker,6,98.0,0.0,100.0,2.0,2.04,114.0,2
2026-09-23T12:51:58+00:00,KXLOWTPHIL-26SEP23,"Lowest temperature in Philadelphia on Sep 23, 2026?",yes-maker,6,98.0,0.0,100.0,2.0,2.04,105.0,4
2026-09-23T12:51:58+00:00,KXLOWTCHI-26SEP23,"Lowest temperature in Chicago on Sep 23, 2026?",yes-maker,6,98.0,0.0,100.0,2.0,2.04,109.0,4
2026-09-23T12:51:58+00:00,KXHIGHPHIL-26SEP23,"Highest temperature in Philadelphia on Sep 23, 2026?",yes-maker,6,98.0,0.0,100.0,2.0,2.04,107.0,1
2026-09-23T12:51:58+00:00,KXETHY-27JAN0100,Ethereum price at the end of 2026,yes-maker,18,98.7,0.0,100.0,1.3,1.32,98.7,0
2026-09-23T12:51:58+00:00,KXHMONTHRANGE-26SEP,Sep 2026 temperature increase?,yes-maker,6,99.0,0.0,100.0,1.0,1.01,116.0,4
2026-09-23T12:51:58+00:00,KXLOWTBOS-26SEP23,"Lowest temperature in Boston on Sep 23, 2026?",yes-maker,6,99.0,0.0,100.0,1.0,1.01,109.0,4
2026-09-23T12:51:58+00:00,KXHIGHTDC-26SEP23,"Highest temperature in Washington DC on Sep 23, 2026?",yes-maker,6,99.0,0.0,100.0,1.0,1.01,102.0,1
2026-09-23T17:39:24+00:00,KXGDPYEAR-32,US real GDP growth in 2032?,yes-maker,14,62.0,0.0,100.0,38.0,61.29,98.0,1
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-FLD,How many House seats will Democrats win in Florida?,yes-maker,9,83.0,0.0,100.0,17.0,20.48,128.0,1
2026-09-23T17:39:24+00:00,KXGDPYEAR-28,US real GDP growth in 2028?,yes-maker,14,84.0,0.0,100.0,16.0,19.05,126.0,4
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-AZD,How many House seats will Democrats win in Arizona?,yes-maker,6,89.0,0.0,100.0,11.0,12.36,106.0,1
2026-09-23T17:39:24+00:00,KXEOTRUMPTERM-29JAN20,How many executive orders will Trump sign in his second term?,yes-maker,12,90.0,0.0,100.0,10.0,11.11,99.0,0
2026-09-23T17:39:24+00:00,KXSOCKEYERUN-27,Bristol Bay sockeye run forecast for 2027,yes-maker,6,90.0,0.0,100.0,10.0,11.11,121.0,1
2026-09-23T17:39:24+00:00,KXGDPYEAR-26,US real GDP growth in 2026?,yes-maker,14,91.0,0.0,100.0,9.0,9.89,114.6,5
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-PAD,How many House seats will Democrats win in Pennsylvania?,yes-maker,8,92.0,0.0,100.0,8.0,8.70,116.0,2
2026-09-23T17:39:24+00:00,KXTXHOUSEDEMSEATS-26NOV03,How many House seats will Democrats win in Texas?,yes-maker,8,93.6,0.0,100.0,6.4,6.84,116.0,0
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-OHD,How many House seats will Democrats win in Ohio?,yes-maker,7,94.0,0.0,100.0,6.0,6.38,116.0,0
2026-09-23T17:39:24+00:00,KXCAHOUSEDEM-26NOV03,How many House seats will Democrats win in California?,yes-maker,8,95.8,0.0,100.0,4.2,4.38,107.7,0
2026-09-23T17:39:24+00:00,KXNUMREDISTRICTING-26NOV03,How many states will redistrict before the midterms?,yes-maker,7,96.0,0.0,100.0,4.0,4.17,105.0,0
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-MID,How many House seats will Democrats win in Michigan?,yes-maker,7,96.0,0.0,100.0,4.0,4.17,113.0,2
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-GAD,How many House seats will Democrats win in Georgia?,yes-maker,5,96.0,0.0,100.0,4.0,4.17,114.0,0
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-NCD,How many House seats will Democrats win in North Carolina?,yes-maker,7,96.0,0.0,100.0,4.0,4.17,121.0,1
2026-09-23T17:39:24+00:00,KXETHY-27JAN0100,Ethereum price at the end of 2026,yes-maker,18,97.1,0.0,100.0,2.9,2.99,97.7,0
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-NYD,How many House seats will Democrats win in New York?,yes-maker,10,99.0,0.0,100.0,1.0,1.01,120.0,3
2026-09-23T17:39:24+00:00,KXHOUSEWINSTATE-ILD,How many House seats will Democrats win in Illinois?,yes-maker,5,99.0,0.0,100.0,1.0,1.01,111.0,2
