scanned_at_utc,event,ticker,side,price_cents,model_prob,ev_cents,outcome,clv_cents
2026-08-31T06:34:02+00:00,2026-08-31,KXSHAKFT-26SEP07-T111,no,87,0.915,4.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXLOWCC-26SEP07-T102,no,85,0.895,4.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXHULUAPP-26SEP07-T72,yes,90,0.945,4.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXBILLBOARDRUNNERUPSONG-26SEP12-CHO,no,91,0.950,4.0,,
2026-08-31T06:34:02+00:00,2026-08-31,KXURBNCC-26SEP07-T112,no,91,0.945,3.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXSEPHORACC-26SEP07-T101,yes,86,0.895,3.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXSBUXCC-26SEP07-T101,no,87,0.905,3.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXDISNEYAPP-26SEP07-T132,no,91,0.945,3.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXCMGCC-26SEP07-T99.5,no,91,0.945,3.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXCFILCC-26SEP07-T101,no,85,0.885,3.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXCARTAPP-26SEP07-T120,yes,90,0.935,3.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXBKFT-26SEP07-T99,no,89,0.925,3.5,,
2026-08-31T06:34:02+00:00,2026-08-31,KXTEMUCC-26SEP07-T112,no,90,0.930,3.0,,
2026-08-31T06:34:02+00:00,2026-08-31,KXSHEINCC-26SEP07-T94,no,88,0.910,3.0,,
2026-08-31T06:34:02+00:00,2026-08-31,KXDGCC-26SEP07-T92.5,no,87,0.900,3.0,,
2026-08-31T06:34:02+00:00,2026-08-31,KXWENCC-26SEP07-T85,no,87,0.895,2.5,,
