scanned_at_utc,game,detail,inning,half,score,ticker,backing,model_prob,p_home,price_cents,edge_cents,tradeable
2026-08-16T19:17:15+00:00,CHW @ DET,Top 6th,6,top,3-4,KXMLBGAME-26AUG161340CWSDET-DET,home,0.6889,0.6889,53,14.1,yes
2026-08-16T19:17:15+00:00,CHW @ DET,Top 6th,6,top,3-4,KXMLBGAME-26AUG161515STLCHC-CHC,away,0.3111,0.6889,59,-29.6,no
2026-08-16T19:17:15+00:00,MIA @ CIN,Middle 6th,6,top,0-0,KXMLBGAME-26AUG161340MIACIN-MIA,away,0.5001,0.4999,45,3.3,no
2026-08-16T19:17:15+00:00,MIA @ CIN,Middle 6th,6,top,0-0,KXMLBGAME-26AUG161340MIACIN-CIN,home,0.4999,0.4999,55,-6.7,no
2026-08-16T19:17:15+00:00,SD @ CLE,"Rain Delay, Top 1st",1,top,0-0,KXMLBGAME-26AUG161340SDCLE-SD,away,0.5037,0.4963,53,-4.4,no
2026-08-16T19:17:15+00:00,SD @ CLE,"Rain Delay, Top 1st",1,top,0-0,KXMLBGAME-26AUG161340SDCLE-CLE,home,0.4963,0.4963,49,-1.1,no
2026-08-16T19:17:15+00:00,WSH @ NYM,Bottom 6th,6,bottom,2-4,KXMLBGAME-26AUG161337NYYTOR-NYY,home,0.8812,0.8812,50,36.4,no
2026-08-16T19:17:15+00:00,WSH @ NYM,Bottom 6th,6,bottom,2-4,KXMLBGAME-26AUG161340WSHNYM-WSH,away,0.1188,0.8812,14,-3.0,no
2026-08-16T19:17:15+00:00,WSH @ NYM,Bottom 6th,6,bottom,2-4,KXMLBGAME-26AUG161340WSHNYM-NYM,home,0.8812,0.8812,87,0.3,no
2026-08-16T19:17:15+00:00,STL @ CHC,Top 1st,1,top,0-0,KXMLBGAME-26AUG161340CWSDET-CWS,home,0.4250,0.4250,48,-7.2,no
2026-08-16T19:17:15+00:00,STL @ CHC,Top 1st,1,top,0-0,KXMLBGAME-26AUG161515STLCHC-STL,away,0.5750,0.4250,44,11.8,yes
2026-08-16T19:17:15+00:00,STL @ CHC,Top 1st,1,top,0-0,KXMLBGAME-26AUG161515STLCHC-CHC,home,0.4250,0.4250,59,-18.2,no
2026-08-16T19:42:35+00:00,NYY @ TOR,Top 8th,8,top,2-1,KXMLBGAME-26AUG161337NYYTOR-NYY,away,0.7280,0.2720,81,-9.3,no
2026-08-16T19:42:35+00:00,NYY @ TOR,Top 8th,8,top,2-1,KXMLBGAME-26AUG161337NYYTOR-TOR,home,0.2720,0.2720,20,6.1,no
2026-08-16T19:42:35+00:00,NYY @ TOR,Top 8th,8,top,2-1,KXMLBGAME-26AUG161340WSHNYM-NYM,away,0.7280,0.2720,84,-12.1,no
2026-08-16T19:42:35+00:00,MIA @ CIN,Bottom 7th,7,bottom,0-0,KXMLBGAME-26AUG161340MIACIN-MIA,away,0.4375,0.5625,47,-5.0,no
2026-08-16T19:42:35+00:00,MIA @ CIN,Bottom 7th,7,bottom,0-0,KXMLBGAME-26AUG161340MIACIN-CIN,home,0.5625,0.5625,53,1.5,no
2026-08-16T19:42:35+00:00,SD @ CLE,"Rain Delay, Top 1st",1,top,0-0,KXMLBGAME-26AUG161340SDCLE-SD,away,0.4825,0.5175,53,-6.5,no
2026-08-16T19:42:35+00:00,SD @ CLE,"Rain Delay, Top 1st",1,top,0-0,KXMLBGAME-26AUG161340SDCLE-CLE,home,0.5175,0.5175,48,2.0,no
2026-08-16T19:42:35+00:00,WSH @ NYM,Bottom 7th,7,bottom,3-4,KXMLBGAME-26AUG161337NYYTOR-NYY,home,0.8159,0.8159,81,-0.5,no
2026-08-16T19:42:35+00:00,WSH @ NYM,Bottom 7th,7,bottom,3-4,KXMLBGAME-26AUG161340WSHNYM-WSH,away,0.1841,0.8159,17,0.4,no
2026-08-16T19:42:35+00:00,WSH @ NYM,Bottom 7th,7,bottom,3-4,KXMLBGAME-26AUG161340WSHNYM-NYM,home,0.8159,0.8159,84,-3.4,no
2026-08-16T19:42:35+00:00,STL @ CHC,Bottom 2nd,2,bottom,3-0,KXMLBGAME-26AUG161340CWSDET-CWS,home,0.1492,0.1492,83,-69.1,no
2026-08-16T19:42:35+00:00,STL @ CHC,Bottom 2nd,2,bottom,3-0,KXMLBGAME-26AUG161515STLCHC-STL,away,0.8508,0.1492,71,12.6,yes
2026-08-16T19:42:35+00:00,STL @ CHC,Bottom 2nd,2,bottom,3-0,KXMLBGAME-26AUG161515STLCHC-CHC,home,0.1492,0.1492,30,-16.5,no
2026-08-16T20:15:21+00:00,NYY @ TOR,Bottom 9th,9,bottom,2-1,KXMLBGAME-26AUG161337NYYTOR-NYY,away,0.6031,0.3969,57,1.6,no
2026-08-16T20:15:21+00:00,NYY @ TOR,Bottom 9th,9,bottom,2-1,KXMLBGAME-26AUG161337NYYTOR-TOR,home,0.3969,0.3969,44,-6.0,no
2026-08-16T20:15:21+00:00,CHW @ DET,Bottom 8th,8,bottom,6-5,KXMLBGAME-26AUG161340CWSDET-CWS,away,0.8460,0.1540,82,1.6,no
2026-08-16T20:15:21+00:00,CHW @ DET,Bottom 8th,8,bottom,6-5,KXMLBGAME-26AUG161340CWSDET-DET,home,0.1540,0.1540,19,-4.7,no
2026-08-16T20:15:21+00:00,CHW @ DET,Bottom 8th,8,bottom,6-5,KXMLBGAME-26AUG161515STLCHC-CHC,away,0.8460,0.1540,43,39.9,no
2026-08-16T20:15:21+00:00,MIA @ CIN,Top 9th,9,top,2-1,KXMLBGAME-26AUG161340MIACIN-MIA,away,0.8003,0.1998,87,-7.8,no
2026-08-16T20:15:21+00:00,MIA @ CIN,Top 9th,9,top,2-1,KXMLBGAME-26AUG161340MIACIN-CIN,home,0.1998,0.1998,14,5.1,no
2026-08-16T20:15:21+00:00,SD @ CLE,"Rain Delay, Top 1st",1,top,0-0,KXMLBGAME-26AUG161340SDCLE-SD,away,0.5099,0.4901,53,-3.8,no
2026-08-16T20:15:21+00:00,SD @ CLE,"Rain Delay, Top 1st",1,top,0-0,KXMLBGAME-26AUG161340SDCLE-CLE,home,0.4901,0.4901,48,-0.7,no
2026-08-16T20:15:21+00:00,PHI @ MIN,Middle 7th,7,top,4-5,KXMLBGAME-26AUG161410PHIMIN-PHI,away,0.2820,0.7180,24,2.9,no
2026-08-16T20:15:21+00:00,PHI @ MIN,Middle 7th,7,top,4-5,KXMLBGAME-26AUG161410PHIMIN-MIN,home,0.7180,0.7180,77,-6.4,no
2026-08-16T20:15:21+00:00,STL @ CHC,Top 4th,4,top,3-2,KXMLBGAME-26AUG161340CWSDET-CWS,home,0.2966,0.2966,82,-53.4,no
2026-08-16T20:15:21+00:00,STL @ CHC,Top 4th,4,top,3-2,KXMLBGAME-26AUG161515STLCHC-STL,away,0.7034,0.2966,58,10.6,yes
2026-08-16T20:15:21+00:00,STL @ CHC,Top 4th,4,top,3-2,KXMLBGAME-26AUG161515STLCHC-CHC,home,0.2966,0.2966,43,-15.1,no
2026-08-16T20:15:21+00:00,COL @ SF,Bottom 1st,1,bottom,0-1,KXMLBGAME-26AUG161605COLSF-COL,away,0.3005,0.6995,30,-1.4,no
2026-08-16T20:15:21+00:00,COL @ SF,Bottom 1st,1,bottom,0-1,KXMLBGAME-26AUG161605COLSF-SF,home,0.6995,0.6995,71,-2.5,no
2026-08-16T20:15:21+00:00,TEX @ ATH,Bottom 1st,1,bottom,0-0,KXMLBGAME-26AUG161605TEXATH-TEX,away,0.4000,0.6000,45,-6.7,no
2026-08-16T20:15:21+00:00,KC @ LAA,Middle 1st,1,top,0-0,KXMLBGAME-26AUG161607KCLAA-KC,away,0.4855,0.5145,50,-3.2,no
2026-08-16T20:15:21+00:00,KC @ LAA,Middle 1st,1,top,0-0,KXMLBGAME-26AUG161607KCLAA-LAA,home,0.5145,0.5145,51,-1.3,no
2026-08-16T20:15:21+00:00,KC @ LAA,Middle 1st,1,top,0-0,KXMLBGAME-26AUG161610MILLAD-LAD,home,0.5145,0.5145,66,-16.1,no
2026-08-16T20:15:21+00:00,MIL @ LAD,Top 1st,1,top,0-0,KXMLBGAME-26AUG161607KCLAA-LAA,home,0.5058,0.5058,51,-2.2,no
2026-08-16T20:15:21+00:00,MIL @ LAD,Top 1st,1,top,0-0,KXMLBGAME-26AUG161610MILLAD-MIL,away,0.4942,0.5058,36,11.8,yes
2026-08-16T20:15:21+00:00,MIL @ LAD,Top 1st,1,top,0-0,KXMLBGAME-26AUG161610MILLAD-LAD,home,0.5058,0.5058,66,-17.0,no
2026-08-16T20:46:11+00:00,SD @ CLE,"Rain Delay, Top 1st",1,top,0-0,KXMLBGAME-26AUG161340SDCLE-SD,away,0.4918,0.5082,53,-5.6,no
2026-08-16T20:46:11+00:00,SD @ CLE,"Rain Delay, Top 1st",1,top,0-0,KXMLBGAME-26AUG161340SDCLE-CLE,home,0.5082,0.5082,48,1.1,no
2026-08-16T20:46:11+00:00,COL @ SF,Top 3rd,3,top,4-5,KXMLBGAME-26AUG161605COLSF-COL,away,0.3462,0.6538,35,-2.0,no
2026-08-16T20:46:11+00:00,COL @ SF,Top 3rd,3,top,4-5,KXMLBGAME-26AUG161605COLSF-SF,home,0.6538,0.6538,66,-2.2,no
2026-08-16T20:46:11+00:00,TEX @ ATH,End 2nd,2,top,1-2,KXMLBGAME-26AUG161605TEXATH-TEX,away,0.3685,0.6315,43,-7.9,no
2026-08-16T20:46:11+00:00,KC @ LAA,Bottom 3rd,3,bottom,0-0,KXMLBGAME-26AUG161607KCLAA-KC,away,0.4785,0.5215,54,-7.9,no
2026-08-16T20:46:11+00:00,KC @ LAA,Bottom 3rd,3,bottom,0-0,KXMLBGAME-26AUG161607KCLAA-LAA,home,0.5215,0.5215,47,3.4,no
2026-08-16T20:46:11+00:00,KC @ LAA,Bottom 3rd,3,bottom,0-0,KXMLBGAME-26AUG161610MILLAD-LAD,home,0.5215,0.5215,51,-0.6,no
2026-08-16T20:46:11+00:00,MIL @ LAD,Middle 2nd,2,top,1-0,KXMLBGAME-26AUG161607KCLAA-LAA,home,0.3538,0.3538,47,-13.4,no
2026-08-16T20:46:11+00:00,MIL @ LAD,Middle 2nd,2,top,1-0,KXMLBGAME-26AUG161610MILLAD-MIL,away,0.6462,0.3538,50,12.9,yes
2026-08-16T20:46:11+00:00,MIL @ LAD,Middle 2nd,2,top,1-0,KXMLBGAME-26AUG161610MILLAD-LAD,home,0.3538,0.3538,51,-17.4,no
2026-08-16T21:14:32+00:00,SD @ CLE,Bottom 2nd,2,bottom,2-0,KXMLBGAME-26AUG161340SDCLE-SD,away,0.7175,0.2825,71,-0.7,no
2026-08-16T21:14:32+00:00,SD @ CLE,Bottom 2nd,2,bottom,2-0,KXMLBGAME-26AUG161340SDCLE-CLE,home,0.2825,0.2825,35,-8.3,no
2026-08-16T21:14:32+00:00,COL @ SF,Bottom 4th,4,bottom,4-6,KXMLBGAME-26AUG161605COLSF-COL,away,0.1412,0.8588,21,-8.0,no
2026-08-16T21:14:32+00:00,COL @ SF,Bottom 4th,4,bottom,4-6,KXMLBGAME-26AUG161605COLSF-SF,home,0.8588,0.8588,80,4.8,no
2026-08-16T21:14:32+00:00,TEX @ ATH,Top 4th,4,top,2-2,KXMLBGAME-26AUG161605TEXATH-TEX,away,0.4350,0.5650,50,-8.2,no
2026-08-16T21:14:32+00:00,KC @ LAA,End 5th,5,top,2-0,KXMLBGAME-26AUG161607KCLAA-KC,away,0.8180,0.1820,82,-1.2,no
2026-08-16T21:14:32+00:00,KC @ LAA,End 5th,5,top,2-0,KXMLBGAME-26AUG161607KCLAA-LAA,home,0.1820,0.1820,19,-1.9,no
2026-08-16T21:14:32+00:00,KC @ LAA,End 5th,5,top,2-0,KXMLBGAME-26AUG161610MILLAD-LAD,home,0.1820,0.1820,44,-27.5,no
2026-08-16T21:14:32+00:00,MIL @ LAD,Bottom 4th,4,bottom,1-0,KXMLBGAME-26AUG161607KCLAA-LAA,home,0.3419,0.3419,19,14.1,yes
2026-08-16T21:14:32+00:00,MIL @ LAD,Bottom 4th,4,bottom,1-0,KXMLBGAME-26AUG161610MILLAD-MIL,away,0.6581,0.3419,57,7.1,yes
2026-08-16T21:14:32+00:00,MIL @ LAD,Bottom 4th,4,bottom,1-0,KXMLBGAME-26AUG161610MILLAD-LAD,home,0.3419,0.3419,44,-11.5,no
2026-08-16T21:42:58+00:00,SD @ CLE,Top 4th,4,top,2-0,KXMLBGAME-26AUG161340SDCLE-SD,away,0.8337,0.1663,79,3.2,no
2026-08-16T21:42:58+00:00,SD @ CLE,Top 4th,4,top,2-0,KXMLBGAME-26AUG161340SDCLE-CLE,home,0.1663,0.1663,21,-5.5,no
2026-08-16T21:42:58+00:00,COL @ SF,Bottom 5th,5,bottom,6-6,KXMLBGAME-26AUG161605COLSF-COL,away,0.2615,0.7385,40,-15.5,no
2026-08-16T21:42:58+00:00,COL @ SF,Bottom 5th,5,bottom,6-6,KXMLBGAME-26AUG161605COLSF-SF,home,0.7385,0.7385,61,11.2,yes
2026-08-16T21:42:58+00:00,TEX @ ATH,End 5th,5,top,2-2,KXMLBGAME-26AUG161605TEXATH-TEX,away,0.4898,0.5102,55,-7.8,no
2026-08-16T21:42:58+00:00,MIL @ LAD,Top 6th,6,top,2-1,KXMLBGAME-26AUG161607KCLAA-LAA,home,0.3723,0.3723,8,28.7,no
2026-08-16T21:42:58+00:00,MIL @ LAD,Top 6th,6,top,2-1,KXMLBGAME-26AUG161610MILLAD-MIL,away,0.6278,0.3723,57,4.1,no
2026-08-16T21:42:58+00:00,MIL @ LAD,Top 6th,6,top,2-1,KXMLBGAME-26AUG161610MILLAD-LAD,home,0.3723,0.3723,44,-8.5,no
2026-08-16T23:42:24+00:00,SEA @ HOU,Top 2nd,2,top,1-0,KXMLBGAME-26AUG161920SEAHOU-SEA,away,0.6090,0.3910,59,0.2,no
2026-08-16T23:42:24+00:00,SEA @ HOU,Top 2nd,2,top,1-0,KXMLBGAME-26AUG161920SEAHOU-HOU,home,0.3910,0.3910,42,-4.6,no
2026-08-17T00:55:52+00:00,SEA @ HOU,Top 6th,6,top,3-1,KXMLBGAME-26AUG161920SEAHOU-SEA,away,0.7933,0.2067,78,0.1,no
2026-08-17T00:55:52+00:00,SEA @ HOU,Top 6th,6,top,3-1,KXMLBGAME-26AUG161920SEAHOU-HOU,home,0.2067,0.2067,23,-3.6,no
